,id,n_victimas,fecha,hora,hh,dirección normalizada,tipo_de_calle,comuna,pos x,pos y,victima,acusado
218,2017-0093,1,2017-07-25,16:48:40,16.0,"lugones, leopoldo av. y puente distribuidor scalabrini ortiz",autopista,13,-58.43633522,-34.54966288,peaton,auto
219,2017-0094,1,2017-07-27,08:50:00,8.0,"hugo, victor 2639",calle,10,-58.52640838,-34.61765855,bicicleta,cargas
220,2017-0095,1,2017-08-06,08:00:00,8.0,"cordoba av. y salguero, jeronimo",avenida,14,-58.41894306,-34.59778875,moto,auto
221,2017-0096,1,2017-08-07,19:50:00,19.0,cabildo av. y nuã‘ez,avenida,13,-58.46756026,-34.54972741,peaton,pasajeros
222,2017-0098,1,2017-08-08,12:10:00,12.0,"bonifacio, jose 2114",calle,7,-58.45715752,-34.63132912,peaton,auto
223,2017-0099,1,2017-08-17,19:45:00,19.0,"figueroa alcorta, pres. av. 5400",avenida,14,-58.42406784,-34.56213916,bicicleta,auto
224,2017-0100,1,2017-08-21,07:45:00,7.0,republica bolivariana de venezuela 2135,calle,3,-58.3967447,-34.61512051,moto,objeto fijo
225,2017-0101,1,2017-08-23,10:00:00,10.0,"lacroze, federico av. y zapata",avenida,13,-58.44537508,-34.57084818,peaton,multiple
226,2017-0102,1,2017-08-24,01:10:00,1.0,"iriarte, gral. av. y zavaleta",avenida,4,-58.40056767,-34.6510708,peaton,cargas
227,2017-0104,1,2017-08-25,09:00:00,9.0,9 de julio av. y estados unidos,avenida,1,-58.38109568,-34.61853244,peaton,cargas
228,2017-0106,1,2017-08-31,19:50:00,19.0,fray justo santamaria de oro y guemes,calle,14,-58.42533612,-34.58035258,peaton,pasajeros
229,2017-0107,1,2017-09-01,11:30:00,11.0,del libertador av. y jaramillo,avenida,13,-58.46062311,-34.54395182,moto,cargas
230,2017-0108,2,2017-09-02,04:53:08,4.0,"paz, gral. av. y machain",gral paz,12,-58.49491054,-34.54795581,objeto fijo,auto
231,2017-0109,1,2017-09-04,21:00:00,21.0,directorio av. y portela,avenida,7,-58.47130269,-34.63665402,moto,auto
232,2017-0110,1,2017-09-06,14:15:00,14.0,"lavalle y alem, leandro n. av.",avenida,1,-58.370488,-34.60189492,peaton,pasajeros
233,2017-0111,1,2017-09-07,18:23:37,18.0,uspallata y pirovano,calle,4,-58.42023854,-34.6423411,peaton,cargas
234,2017-0112,2,2017-09-10,09:32:17,9.0,autopista 25 de mayo y varela av.,autopista,7,-58.45807401,-34.6399743,auto,objeto fijo
235,2017-0113,1,2017-09-11,06:30:00,6.0,santa fe av. y maipu,avenida,1,-58.37697717,-34.59573848,peaton,pasajeros
236,2017-0114,1,2017-09-15,02:30:00,2.0,alvear av. y del libertador av.,avenida,2,-58.3910058,-34.5849866,auto,objeto fijo
237,2017-0115,1,2017-09-19,18:52:33,18.0,pavon av. y treinta y tres orientales,avenida,5,-58.42182126,-34.63089661,moto,bicicleta
238,2017-0116,1,2017-09-20,22:24:00,22.0,"paz, gral. av. 5750",gral paz,12,-58.51389422,-34.58075791,moto,objeto fijo
239,2017-0118,1,2017-09-22,07:02:09,7.0,"vieytes y cruz, osvaldo av.",avenida,4,-58.37585415,-34.65232158,moto,auto
240,2017-0120,1,2017-10-02,15:55:33,15.0,autopista dellepiane luis tte. gral. y escalada av.,autopista,9,-58.47297505,-34.66245085,moto,cargas
241,2017-0123,1,2017-10-10,01:05:38,1.0,albariã‘o y argentina av.,avenida,8,-58.46855503,-34.67216349,peaton,auto
242,2017-0124,1,2017-10-12,14:40:28,14.0,"ramirez de velasco, juan 1211",calle,15,-58.44254033,-34.59185043,moto,pasajeros
243,2017-0125,1,2017-10-13,06:12:20,6.0,"fernandez de la cruz, f., gral. av. y larraya",avenida,8,-58.46622247,-34.67926929,moto,objeto fijo
244,2017-0126,2,2017-10-14,06:15:00,6.0,riestra av. y caã‘ada de gomez,avenida,8,-58.48003734,-34.68148508,auto,objeto fijo
245,2017-0127,1,2017-10-16,07:45:00,7.0,gallo y cordoba av.,avenida,2,-58.41192137,-34.59800248,moto,moto
246,2017-0128,1,2017-10-17,12:30:00,12.0,"aranguren, juan f., dr. 611",calle,6,-58.44034689,-34.61349731,peaton,pasajeros
247,2017-0129,1,2017-10-26,19:15:15,19.0,autopista perito moreno y autopista 25 de mayo,autopista,9,-58.47155277,-34.64925746,moto,pasajeros
248,2017-0130,1,2017-10-27,05:30:00,5.0,chorroarin y san martin av.,avenida,15,-58.47883099,-34.59967065,auto,cargas
249,2017-0132,1,2017-10-30,14:00:00,14.0,"cosquin y roca, cnel. av.",avenida,8,-58.46552171,-34.6937413,moto,pasajeros
250,2017-0134,1,2017-11-06,18:00:00,18.0,"roca, cnel. av. 3555",avenida,8,-58.4423972,-34.66777987,peaton,pasajeros
251,2017-0135,1,2017-11-07,12:14:10,12.0,warnes av. y punta arenas,avenida,15,-58.47032551,-34.59626814,moto,cargas
252,2017-0136,1,2017-11-16,08:43:00,8.0,"barco centenera del y rabanal, francisco, intendente av.",avenida,4,-58.41827843,-34.65522746,peaton,pasajeros
253,2017-0137,1,2017-11-17,11:45:00,11.0,mosconi general av. y san nicolas,avenida,11,-58.51280715,-34.59279388,peaton,cargas
254,2017-0138,1,2017-11-19,10:30:00,10.0,"lafuente av. y peron, eva av.",avenida,7,-58.46258582,-34.64385704,moto,objeto fijo
255,2017-0139,1,2017-11-19,22:30:00,22.0,"roca, cnel. av. y escalada av.",avenida,8,-58.45064148,-34.68003614,auto,objeto fijo
256,2017-0140,1,2017-11-19,23:22:17,23.0,autopista 1 sur presidente arturo frondizi,autopista,4,,,moto,pasajeros
257,2017-0141,1,2017-11-23,19:45:00,19.0,"la plata av. y goyena, pedro av.",avenida,6,-58.42717783,-34.62513374,peaton,pasajeros
258,2017-0143,1,2017-11-25,21:45:00,21.0,"trelles, manuel r. y diaz, cesar, gral.",calle,11,-58.46442001,-34.60724519,auto,pasajeros
259,2017-0144,1,2017-11-26,06:45:00,6.0,"roca, cnel. av. y paz, gral. av.",gral paz,8,-58.47064556,-34.69843756,auto,objeto fijo
260,2017-0145,1,2017-11-26,17:05:00,17.0,maza y don bosco,calle,5,-58.41677733,-34.61223119,moto,auto
261,2017-0147,1,2017-11-28,11:15:00,11.0,"paz, gral. av. y peron, eva av.",gral paz,9,-58.5025179,-34.67450313,moto,auto
262,2017-0148,1,2017-11-29,10:45:00,10.0,san juan av. y la rioja,avenida,3,-58.40708125,-34.62438894,peaton,pasajeros
263,2017-0149,1,2017-11-30,12:20:00,12.0,paseo colon av. y mexico,avenida,1,-58.36947198,-34.61477051,peaton,pasajeros
264,2017-0150,1,2017-12-04,01:15:00,1.0,rivadavia av. y miralla,avenida,9,-58.51140889,-34.63934531,peaton,auto
265,2017-0151,1,2017-12-04,02:15:00,2.0,vieytes y lujan,calle,4,-58.37460912,-34.65559133,peaton,pasajeros
266,2017-0152,1,2017-12-06,17:30:00,17.0,cachi y traful,calle,4,-58.41146277,-34.65073916,bicicleta,pasajeros
267,2017-0153,2,2017-12-11,02:00:00,2.0,rosario y la plata av.,avenida,6,-58.42855267,-34.61829385,moto,pasajeros
268,2017-0154,1,2017-12-11,09:15:00,9.0,entre rios av. y caseros av.,avenida,4,-58.39035581,-34.63412287,peaton,pasajeros
269,2017-0155,1,2017-12-12,21:25:41,21.0,rivadavia av. 6350,avenida,7,-58.45593915,-34.62656868,,moto
270,2017-0157,1,2017-12-17,09:02:00,9.0,"paz, gral. av. y humaita",gral paz,9,-58.52866211,-34.64597065,auto,pasajeros
271,2017-0158,1,2017-12-18,21:30:00,21.0,"gualeguaychu y paz, gral. av.",gral paz,11,-58.52037476,-34.59407024,moto,auto
272,2017-0159,1,2017-12-20,04:31:27,4.0,"independencia av. y cevallos, virrey",avenida,1,-58.38896772,-34.61799615,moto,auto
273,2017-0160,1,2017-12-22,13:15:00,13.0,nazca av. 365,avenida,7,-58.47074114,-34.62771756,peaton,moto
274,2017-0161,1,2017-12-26,15:30:00,15.0,"peron, eva av. 5249",avenida,9,-58.48200819,-34.65969965,peaton,auto
275,2018-0001,1,2018-01-01,22:50:00,22.0,san juan av. y rincon,avenida,3,-58.39536773,-34.62297346,peaton,moto
276,2018-0002,1,2018-01-03,16:40:00,16.0,peru 937,calle,1,-58.37456088,-34.61895467,bicicleta,pasajeros
277,2018-0003,1,2018-01-05,10:12:00,10.0,"pueyrredon, honorio, dr. av. y galicia",avenida,15,-58.44860217,-34.60395657,peaton,multiple
278,2018-0004,1,2018-01-09,09:40:00,9.0,del libertador av. y manzanares,avenida,13,-58.46129513,-34.54332766,moto,multiple
279,2018-0005,1,2018-01-09,22:30:00,22.0,paseo colon av. 1019,avenida,1,-58.36907201,-34.61953517,peaton,pasajeros
280,2018-0006,1,2018-01-10,21:15:00,21.0,valle y barco centenera del,calle,6,-58.44062219,-34.62499107,bicicleta,pasajeros
281,2018-0007,1,2018-01-11,02:30:00,2.0,autopista perito moreno km. 0.6,autopista,9,-58.52502765,-34.63601265,auto,auto
282,2018-0008,1,2018-01-12,17:50:00,17.0,"huergo, ing. av. e independencia av.",avenida,1,-58.36659655,-34.61687778,moto,cargas
283,2018-0009,1,2018-01-14,02:00:00,2.0,"pilcomayo y brown, alte. av.",avenida,4,-58.36737389,-34.62763661,moto,moto
284,2018-0010,1,2018-01-18,05:10:00,5.0,"cervantes y belaustegui, luis, dr.",calle,10,-58.49807953,-34.63038658,moto,cargas
285,2018-0011,1,2018-01-19,10:30:00,10.0,"callao av. y lopez, vicente",avenida,2,-58.39092703,-34.59088447,peaton,pasajeros
286,2018-0012,1,2018-01-26,13:30:00,13.0,"oliden y chilavert, martiniano, coronel",calle,8,-58.46912006,-34.68049201,moto,pasajeros
287,2018-0013,1,2018-01-28,08:15:00,8.0,congreso av. y galvan,avenida,12,-58.48661286,-34.56786129,moto,auto
288,2018-0014,1,2018-01-31,20:00:00,20.0,"moreno, perito av. y rivera indarte av.",avenida,7,-58.44074927,-34.65080597,peaton,moto
289,2018-0015,2,2018-02-06,01:00:00,1.0,australia av. 2800,avenida,4,-58.38636298,-34.64684275,moto,pasajeros
290,2018-0016,1,2018-02-15,10:15:00,10.0,"del libertador av. y ramos mejia, jose maria, dr. av.",avenida,1,-58.37533517,-34.59276462,moto,cargas
291,2018-0017,1,2018-02-17,04:15:00,4.0,san pedrito av. y rivadavia av.,avenida,7,-58.46963952,-34.63070603,peaton,auto
292,2018-0018,1,2018-02-17,07:15:00,7.0,"isabel la catolica y salvadores, cnel.",calle,4,-58.37207554,-34.64543658,moto,cargas
293,2018-0019,1,2018-02-17,12:30:00,12.0,las heras general av. y callao av.,avenida,2,-58.39189441,-34.59176378,peaton,pasajeros
294,2018-0020,1,2018-02-19,22:00:00,22.0,"fernandez de la cruz f., gral. av. y autopista presidente hector j. campora",autopista,8,-58.45012957,-34.66518343,moto,cargas
295,2018-0021,1,2018-02-22,10:45:00,10.0,"alcorta, amancio av. y zavaleta",avenida,4,-58.40184094,-34.64546845,peaton,pasajeros
296,2018-0022,1,2018-02-24,00:00:00,0.0,"montes de oca, manuel av. y olavarria",avenida,4,-58.37441153,-34.63966783,moto,cargas
297,2018-0023,1,2018-02-24,06:00:00,6.0,barco centenera del y rosario,calle,6,-58.44110156,-34.62082399,moto,auto
298,2018-0024,1,2018-02-28,23:00:00,23.0,alvarez thomas av. y donado,avenida,15,-58.47087351,-34.57827342,peaton,cargas
299,2018-0025,1,2018-03-04,22:30:00,22.0,avellaneda av. y boyaca av.,avenida,7,-58.4596221,-34.6224514,peaton,auto
300,2018-0026,2,2018-03-09,04:45:00,4.0,"rabanal, francisco, intendente av. y saenz av.",avenida,4,-58.41657793,-34.65476216,movil,cargas
301,2018-0027,1,2018-03-11,23:00:00,23.0,castro y rondeau,calle,5,-58.41911301,-34.63722107,peaton,moto
302,2018-0028,1,2018-03-13,15:45:00,15.0,"bilbao, francisco av. y azul",avenida,9,-58.47120586,-34.64251042,peaton,cargas
303,2018-0029,1,2018-03-15,18:00:00,18.0,nazca av. y gaona av.,avenida,11,-58.47418944,-34.62049672,moto,auto
304,2018-0030,1,2018-03-20,01:30:00,1.0,plaza y alvarez thomas av.,avenida,15,-58.46720441,-34.57905579,moto,moto
305,2018-0031,1,2018-03-28,10:15:00,10.0,"gaona av. y artigas, jose gervasio, gral.",avenida,11,-58.46909362,-34.6177971,moto,cargas
306,2018-0032,1,2018-04-02,13:00:00,13.0,cabildo av. y aguilar,avenida,13,-58.44704343,-34.5688864,peaton,pasajeros
307,2018-0033,1,2018-04-07,07:30:00,7.0,camarones y lope de vega av.,avenida,10,-58.50535541,-34.62902048,moto,cargas
308,2018-0034,1,2018-04-11,18:15:00,18.0,santa fe av. 2320,avenida,2,-58.40021675,-34.59522198,peaton,pasajeros
309,2018-0035,1,2018-04-12,16:45:00,16.0,rivadavia av. 6950,avenida,7,-58.46325991,-34.62919627,peaton,pasajeros
310,2018-0036,1,2018-04-13,23:15:00,23.0,san martin av. y argerich,avenida,15,-58.49471482,-34.59694755,moto,auto
311,2018-0037,1,2018-04-18,18:45:00,18.0,"cordoba av. y uriburu jose e., pres.",avenida,2,-58.3987261,-34.59975962,peaton,cargas
312,2018-0038,2,2018-04-20,17:10:00,17.0,rivadavia av. 1571,avenida,1,-58.38872177,-34.60885045,peaton,auto
313,2018-0039,1,2018-04-21,22:15:00,22.0,,autopista,14,,,peaton,auto
314,2018-0040,1,2018-04-27,11:00:00,11.0,"freire, ramon, cap. gral. y olaguer y feliu, virrey",calle,13,-58.45686132,-34.57305993,peaton,cargas
315,2018-0041,1,2018-04-27,13:30:00,13.0,"la plata av. y fernandez de la cruz, f., gral. av.",avenida,4,-58.42281627,-34.64282424,peaton,pasajeros
316,2018-0042,1,2018-04-27,18:43:00,18.0,brandsen y perdriel,calle,4,-58.38666024,-34.63953396,moto,cargas
317,2018-0043,1,2018-04-28,06:30:00,6.0,"vilardebo, teodoro y alvarez jonte av.",avenida,11,-58.49122843,-34.61207587,moto,auto
318,2018-0044,1,2018-04-28,09:00:00,9.0,alberti e independencia av.,avenida,3,-58.40098306,-34.61866627,peaton,auto
319,2018-0045,1,2018-04-30,07:00:00,7.0,alvarez thomas av. 879,avenida,13,-58.45448963,-34.5791692,auto,cargas
320,2018-0046,1,2018-05-02,03:15:00,3.0,"paz, gral. av. y rivadavia av.",gral paz,9,-58.52927982,-34.63931752,peaton,auto
321,2018-0047,1,2018-05-08,19:00:00,19.0,corrientes av. y dorrego av.,avenida,15,-58.44759966,-34.5917024,peaton,pasajeros
322,2018-0048,1,2018-05-09,10:30:00,10.0,rivadavia av. y pedernera,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros
323,2018-0049,1,2018-05-11,19:15:00,19.0,quesada 2300,calle,13,-58.4621322,-34.55395823,peaton,auto
324,2018-0050,1,2018-05-14,18:45:00,18.0,cabildo av. y juramento av.,avenida,13,-58.45669422,-34.5620361,peaton,pasajeros
325,2018-0051,1,2018-05-15,21:15:00,21.0,"california y carbonari, francisco, cmte.",calle,4,-58.3597716,-34.64341878,peaton,auto
326,2018-0052,1,2018-05-18,20:30:00,20.0,"carril, salvador maria del av. y nazca",avenida,15,-58.49820145,-34.59070093,peaton,pasajeros
327,2018-0053,1,2018-05-20,02:30:00,2.0,san luis y aguero,calle,3,-58.4105928,-34.5993918,moto,auto
328,2018-0054,1,2018-05-22,11:15:00,11.0,lugones 2430,calle,12,-58.47969138,-34.57121563,peaton,bicicleta
329,2018-0055,1,2018-05-29,07:30:00,7.0,independencia av. y jujuy av.,avenida,3,-58.40351561,-34.61883916,moto,auto
330,2018-0056,1,2018-06-02,13:00:00,13.0,rivadavia av. 11050,avenida,9,-58.51973844,-34.63918987,peaton,pasajeros
331,2018-0057,1,2018-06-03,03:30:00,3.0,combate de los pozos y humberto 1â°,calle,3,-58.39311376,-34.62163006,moto,pasajeros
332,2018-0058,1,2018-06-03,06:30:00,6.0,cordoba av. y thames,avenida,15,-58.43531242,-34.59082159,moto,auto
333,2018-0059,1,2018-06-08,06:20:00,6.0,"garay, juan de av. y sanchez de loria",avenida,5,-58.41178165,-34.63035454,moto,otro
334,2018-0060,1,2018-06-08,12:50:00,12.0,"lavalle y alem, leandro n. av.",avenida,1,-58.370488,-34.60189492,peaton,pasajeros
335,2018-0061,1,2018-06-10,11:15:00,11.0,estados unidos y pichincha,calle,3,-58.39883882,-34.61964833,moto,moto
336,2018-0062,1,2018-06-14,01:00:00,1.0,rosario y barco centenera del,calle,6,-58.44110156,-34.62082399,peaton,cargas
337,2018-0063,1,2018-06-16,21:15:00,21.0,"alem, leandro n. av. y viamonte",avenida,1,-58.37093138,-34.59952725,peaton,pasajeros
338,2018-0064,1,2018-06-25,01:15:00,1.0,varela av. y primera junta,avenida,7,-58.45855262,-34.63953253,auto,cargas
339,2018-0065,1,2018-06-26,17:30:00,17.0,"pellegrini, carlos y juncal",calle,1,-58.38161909,-34.59283447,moto,cargas
340,2018-0066,1,2018-06-28,11:00:00,11.0,"corrientes av. y lacroze, federico av.",avenida,15,-58.45511899,-34.58698157,peaton,pasajeros
341,2018-0067,1,2018-06-29,16:15:00,16.0,"montes de oca, manuel av. y finochietto enrique dr.",avenida,4,-58.37724226,-34.62973033,pasajeros,auto
342,2018-0068,1,2018-07-01,09:00:00,9.0,"carabobo av. y alberdi, juan bautista av.",avenida,7,-58.45546217,-34.62930339,moto,auto
343,2018-0069,1,2018-07-04,21:45:00,21.0,cordoba av. 2215,avenida,2,-58.39897064,-34.59954925,bicicleta,pasajeros
344,2018-0070,1,2018-07-07,15:45:00,15.0,"estados unidos y urquiza, gral.",calle,3,-58.40917826,-34.62126274,moto,pasajeros
345,2018-0071,1,2018-07-10,17:50:00,17.0,"moreno y huergo, ing. av.",avenida,1,-58.36726348,-34.61099738,moto,cargas
346,2018-0072,1,2018-07-11,13:15:00,13.0,autopista dellepiane luis tte. gral. y montiel,autopista,8,-58.48267426,-34.68454456,moto,cargas
347,2018-0073,1,2018-07-11,15:45:00,15.0,"iriarte, gral. av. 3400",avenida,4,-58.39546165,-34.65168841,peaton,cargas
348,2018-0074,1,2018-07-14,06:04:00,6.0,"alberdi, juan bautista av. 2968",avenida,7,-58.46941984,-34.63376545,auto,cargas
349,2018-0075,1,2018-07-15,07:30:00,7.0,del libertador av. y ortiz de ocampo,avenida,14,-58.40367321,-34.58129246,peaton,auto
350,2018-0076,1,2018-07-16,09:30:00,9.0,"chavez, jorge y paz, gral. av.",calle,9,-58.52932872,-34.65014993,auto,cargas
351,2018-0077,1,2018-07-16,23:15:00,23.0,"urquiza, gral. y estados unidos",calle,3,-58.40917826,-34.62126274,auto,cargas
352,2018-0078,1,2018-07-21,06:15:00,6.0,paraguay y sanchez de bustamante,calle,2,-58.41264127,-34.59473294,peaton,auto
353,2018-0079,1,2018-07-23,07:15:00,7.0,"de los corrales av. y paz, gral. av.",gral paz,9,-58.50877521,-34.66977709,peaton,cargas
354,2018-0080,1,2018-07-25,22:22:00,22.0,"alberdi, juan bautista av. y carhue",avenida,9,-58.51232237,-34.6590353,peaton,auto
355,2018-0081,1,2018-07-29,06:30:00,6.0,castaã‘ares av. y rivera indarte av.,avenida,7,-58.44744156,-34.64567171,peaton,multiple
356,2018-0082,1,2018-08-01,15:53:00,15.0,"larrazabal y garzon, eugenio, gral. av.",avenida,9,-58.49441273,-34.65869968,moto,cargas
357,2018-0083,1,2018-08-02,05:20:00,5.0,"paz, gral. av. y fernandez de la cruz, f., gral. av.",gral paz,8,-58.47976785,-34.69153196,moto,cargas
358,2018-0084,1,2018-08-03,07:25:00,7.0,"moreau de justo, alicia av. y cochabamba",avenida,1,-58.36523349,-34.62260331,peaton,cargas
359,2018-0085,2,2018-08-03,18:16:00,18.0,"entre rios av. y garay, juan de av.",avenida,3,-58.39118948,-34.62704273,moto,pasajeros
360,2018-0086,1,2018-08-10,21:44:00,21.0,directorio av. y guardia nacional,avenida,9,-58.49019551,-34.65015854,peaton,pasajeros
361,2018-0087,1,2018-08-15,19:20:00,19.0,pavon av. y colombres,avenida,5,-58.41644362,-34.63023775,peaton,pasajeros
362,2018-0088,1,2018-08-17,16:36:00,16.0,"paz, gral. av. y balbin, ricardo, dr. av.",gral paz,12,-58.5007381,-34.5497951,moto,cargas
363,2018-0089,1,2018-08-17,17:56:00,17.0,pichincha av. y brasil,avenida,4,-58.39626094,-34.63036565,peaton,pasajeros
364,2018-0090,1,2018-08-18,10:34:00,10.0,27 de febrero av. y pergamino,avenida,8,-58.43284809,-34.67051543,moto,auto
365,2018-0091,1,2018-08-19,18:47:00,18.0,autopista perito moreno y barragan,autopista,9,-58.52280139,-34.63659934,auto,auto
366,2018-0092,1,2018-08-20,08:20:00,8.0,cordoba av. y gascon,avenida,14,-58.4233693,-34.59774487,moto,auto
367,2018-0093,1,2018-08-20,08:41:00,8.0,15 de noviembre de 1889 1513,calle,1,-58.38691681,-34.63105973,peaton,pasajeros
368,2018-0094,1,2018-08-23,05:35:00,5.0,"salguero, jeronimo y beruti",calle,14,-58.4116902,-34.5857988,moto,pasajeros
369,2018-0095,1,2018-08-26,00:59:00,0.0,"lacarra av. y dellepiane, luis, tte. gral.",avenida,9,-58.46739825,-34.65117757,auto,auto
370,2018-0096,1,2018-08-31,22:20:00,22.0,"autopista presidente hã‰ctor j. cãmpora y roca, cnel. av.",autopista,8,-58.44483258,-34.67152226,peaton,auto
371,2018-0097,1,2018-09-02,10:50:00,10.0,"varela av. y rabanal, francisco, intendente av.",avenida,8,-58.43254025,-34.66128115,auto,otro
372,2018-0098,2,2018-09-09,05:00:00,5.0,"paz, gral. av. y beron de astrada",gral paz,8,-58.47199387,-34.69640164,auto,auto
373,2018-0099,1,2018-09-12,14:25:00,14.0,rivadavia av. y pedernera,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros
374,2018-0100,1,2018-09-20,10:30:00,10.0,"rawson de dellepiane, elvira av. 150",avenida,1,-58.36217754,-34.62367156,moto,auto
375,2018-0101,1,2018-09-21,00:15:00,0.0,"paz, gral. av. y zapiola",gral paz,12,-58.48098594,-34.5407313,auto,multiple
376,2018-0102,1,2018-09-21,00:30:00,0.0,"famatina y taborda, diogenes",calle,4,-58.41083404,-34.64640709,moto,auto
377,2018-0103,1,2018-09-27,17:51:00,17.0,"castaã‘ares av. y bonorino, esteban, cnel. av.",avenida,7,-58.44609828,-34.64446729,peaton,moto
378,2018-0104,1,2018-10-01,08:58:00,8.0,autopista 1 sur presidente arturo frondizi y suarez av.,autopista,4,-58.37709334,-34.64035082,moto,moto
379,2018-0105,1,2018-10-03,18:12:00,18.0,nazca av. y rivadavia av.,avenida,7,-58.46963952,-34.63070603,peaton,pasajeros
380,2018-0106,1,2018-10-04,22:02:00,22.0,"figueroa alcorta, pres. av. y echeverria",avenida,13,-58.43674281,-34.55161027,moto,moto
381,2018-0107,1,2018-10-06,14:20:00,14.0,rivadavia av. y jujuy av.,avenida,3,-58.4059686,-34.61011987,peaton,pasajeros
382,2018-0108,1,2018-10-09,14:00:00,14.0,"de los italianos av. y guemes, macacha",avenida,1,-58.36154069,-34.60463618,moto,auto
383,2018-0109,1,2018-10-10,22:12:00,22.0,"tucuman y alem, leandro n. av.",avenida,1,-58.37062179,-34.60066507,peaton,pasajeros
384,2018-0110,1,2018-10-13,03:05:00,3.0,"corrientes av. y gallardo, angel av.",avenida,15,-58.43220014,-34.60207186,peaton,moto
385,2018-0111,1,2018-10-19,12:13:00,12.0,"autopista perito moreno & peron, eva  av.",autopista,9,-58.46958442,-34.64949724,moto,cargas
386,2018-0112,1,2018-10-24,09:18:00,9.0,muã‘ecas y serrano,calle,15,-58.44671397,-34.59970903,moto,cargas
387,2018-0113,1,2018-10-25,11:00:00,11.0,"artigas, jose gervasio, gral. y tres arroyos",calle,11,-58.47152163,-34.61474911,moto,cargas
388,2018-0114,1,2018-10-30,02:15:00,2.0,solis e independencia av.,avenida,1,-58.39032921,-34.61807951,moto,auto
389,2018-0115,1,2018-10-31,12:30:00,12.0,"bosch, ventura y paz, gral. av.",calle,9,-58.52887773,-34.64297861,peaton,pasajeros
390,2018-0116,1,2018-11-01,10:50:00,10.0,"paz, gral. av. 14800",gral paz,8,-58.49371157,-34.67981324,peaton,cargas
391,2018-0117,1,2018-11-04,08:15:00,8.0,"peron, eva av. 5321",avenida,9,-58.48266599,-34.66012327,moto,moto
392,2018-0118,1,2018-11-05,14:49:00,14.0,"peron, juan domingo, tte. general y pueyrredon av.",avenida,3,-58.40612253,-34.60774301,peaton,moto
393,2018-0119,1,2018-11-05,22:35:00,22.0,"rabanal, francisco, intendente av. y san pedrito",avenida,8,-58.43613623,-34.66292532,peaton,
394,2018-0120,1,2018-11-09,13:34:00,13.0,monroe y alvarez thomas av.,avenida,12,-58.48250732,-34.57208238,peaton,auto
395,2018-0121,1,2018-11-09,16:32:00,16.0,rivadavia av. y manzoni,avenida,10,-58.49945705,-34.6374328,peaton,pasajeros
396,2018-0122,1,2018-11-12,01:00:00,1.0,autopista dellepiane luis tte. gral. y larrazabal,autopista,8,-58.47743966,-34.67233407,auto,auto
397,2018-0123,1,2018-11-12,03:32:00,3.0,"paz, gral. av. y peron, eva av.",gral paz,9,-58.5025179,-34.67450313,auto,
398,2018-0124,1,2018-11-15,19:40:00,19.0,autopista perito moreno y reservistas argentinos,autopista,9,-58.52144411,-34.63682499,cargas,cargas
399,2018-0125,1,2018-11-16,21:12:00,21.0,saenz av. y ventana,avenida,4,-58.41650465,-34.65084045,peaton,pasajeros
400,2018-0126,1,2018-11-18,12:11:00,12.0,"paz, gral. av. y falcon, ramon l.,cnel.",gral paz,9,-58.52994219,-34.64055918,moto,auto
401,2018-0127,1,2018-11-19,09:14:00,9.0,"paz, gral. av. y de los constituyentes av.",gral paz,12,-58.50993046,-34.56919739,moto,moto
402,2018-0128,2,2018-11-25,04:30:00,4.0,"paz, gral. av. 11200",gral paz,9,-58.52844623,-34.64592873,auto,pasajeros
403,2018-0129,1,2018-11-28,04:01:00,4.0,"newbery, jorge av. y guevara",avenida,15,-58.45021367,-34.58695347,moto,pasajeros
404,2018-0130,1,2018-12-03,03:00:00,3.0,gaona av. y segurola av.,avenida,10,-58.49022072,-34.62770192,moto,pasajeros
405,2018-0131,1,2018-12-07,19:10:00,19.0,"madero, eduardo av. 550",avenida,1,-58.36860866,-34.60106568,moto,cargas
406,2018-0132,1,2018-12-12,08:26:00,8.0,"autopista arturo illia y castillo, ramon s., pres. av.",autopista,2,-58.39490504,-34.57241534,peaton,cargas
407,2018-0133,1,2018-12-12,14:07:00,14.0,nazca av. y rivadavia av.,avenida,7,-58.46963952,-34.63070603,peaton,cargas
408,2018-0134,1,2018-12-12,21:00:00,21.0,la plata av. y caseros av.,avenida,7,-58.42349365,-34.64019887,peaton,moto
409,2018-0135,1,2018-12-18,14:40:00,14.0,belgrano av. y peru,avenida,1,-58.37471802,-34.61265002,peaton,pasajeros
410,2018-0136,1,2018-12-18,15:42:00,15.0,rivadavia av. 7013,avenida,7,-58.46438789,-34.62913916,peaton,pasajeros
411,2018-0137,1,2018-12-18,20:15:00,20.0,"alsina, adolfo y santiago del estero",calle,1,-58.38481975,-34.61100424,moto,pasajeros
412,2018-0138,1,2018-12-21,09:30:00,9.0,bermudez 1893,calle,10,-58.50751833,-34.62073702,pasajeros,pasajeros
413,2018-0139,1,2018-12-22,06:30:00,6.0,santander 1974,calle,7,-58.44682986,-34.63888084,moto,moto
414,2018-0140,1,2018-12-22,08:05:00,8.0,lanteri julieta 1400,calle,1,-58.3600465,-34.61381341,auto,auto
415,2018-0141,1,2018-12-22,17:40:00,17.0,maza e independencia av.,avenida,5,-58.41509546,-34.62085945,peaton,moto
