id,fecha,año,mes,día,hora,hh,dirección,tipo de calle,comuna,xy (caba),pos x,pos y,participantes,acusado,rol acusado,n_victimas,victima,sexo,edad,fecha fallecimiento,día semana,barrios
2021-0055,2021-06-29,2021,6,29,12:20:00,12.0,corrientes av. y pueyrredon av.,avenida,3,point (105304.23090859 102739.35602688),-58.40547222,-34.60456293,moto-cargas,cargas,pasajero_acompañante,1,moto,masculino,47.0,2021-06-29,martes,balvanera - san cristobal
2021-0059,2021-07-22,2021,7,22,01:20:00,1.0,"garay, juan de av. 2269",avenida,3,point (106134.00626590 100157.65420238),-58.39640740,-34.62783085,auto-objeto fijo,objeto fijo,pasajero_acompañante,1,auto,femenino,44.0,2021-07-22,jueves,balvanera - san cristobal
2021-0071,2021-08-31,2021,8,31,16:00:00,16.0,san luis 2730,calle,3,point (105389.46943359 103241.39184079),-58.40454610,-34.60003693,peaton-moto,moto,peaton,1,peaton,masculino,88.0,2021-09-01,martes,balvanera - san cristobal
2021-0079,2021-10-25,2021,10,25,03:30:00,3.0,tucuman 3112,calle,3,point (104940.36054625 103137.08602294),-58.40944147,-34.60097942,peaton-auto,auto,peaton,1,peaton,masculino,,2021-10-25,lunes,balvanera - san cristobal
2021-0082,2021-11-06,2021,11,6,04:39:00,4.0,autopista 25 de mayo y pasco,autopista,3,point (106179.07517962 100523.29161457),-58.39591856,-34.62453459,moto-auto,auto,conductor,1,moto,masculino,38.0,2021-11-06,sábado,balvanera - san cristobal
2021-0092,2021-12-12,2021,12,12,06:20:00,6.0,rivadavia av. y pueyrredon av.,avenida,3,point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,peaton-auto,auto,peaton,1,peaton,femenino,50.0,2021-12-12,domingo,balvanera - san cristobal
2016-0045,2016-04-11,2016,4,11,10:25:00,10.0,"paz, gral. av. y del libertador av.",gral paz,13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,moto-sd,,conductor,1,moto,masculino,,,lunes,belgrano - colegiales - nuñez
2016-0052,2016-04-20,2016,4,20,20:00:00,20.0,,autopista,13,point (. .),.,.,moto-sd,,,1,moto,,,,miércoles,belgrano - colegiales - nuñez
2016-0079,2016-06-16,2016,6,16,17:13:00,17.0,"del libertador av. y udaondo, guillermo av.",avenida,13,point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,auto-auto,auto,conductor,1,auto,femenino,51.0,,jueves,belgrano - colegiales - nuñez
2016-0089,2016-07-14,2016,7,14,06:40:00,6.0,"lugones, leopoldo av. y la pampa",autopista,13,point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,peaton-auto,auto,peaton,1,peaton,masculino,35.0,2016-07-14,jueves,belgrano - colegiales - nuñez
2016-0092,2016-07-15,2016,7,15,11:00:00,11.0,"paz, gral. av. y del libertador av.",gral paz,13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,moto-cargas,cargas,conductor,1,moto,masculino,24.0,2016-07-15,viernes,belgrano - colegiales - nuñez
2016-0138,2016-10-27,2016,10,27,20:30:00,20.0,cabildo av. y blanco encalada,avenida,13,point (100385.69739031 107770.04028070),-58.45909670,-34.55922742,bicicleta-cargas,cargas,ciclista,1,bicicleta,femenino,33.0,,jueves,belgrano - colegiales - nuñez
2016-0140,2016-10-31,2016,10,31,02:58:00,2.0,juramento av. y vuelta de obligado,avenida,13,point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,pasajeros-pasajeros,pasajeros,pasajero_acompañante,1,pasajeros,masculino,20.0,,lunes,belgrano - colegiales - nuñez
2016-0145,2016-11-07,2016,11,7,20:56:00,20.0,del libertador av. y la pampa,avenida,13,point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,moto-auto,auto,conductor,1,moto,masculino,39.0,2016-11-07,lunes,belgrano - colegiales - nuñez
2017-0040,2017-04-03,2017,4,3,09:40:00,9.0,"guiraldes, int. 2699",avenida,13,point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,multiple,multiple,conductor,1,auto,masculino,43.0,2017-04-03,lunes,belgrano - colegiales - nuñez
2017-0093,2017-07-25,2017,7,25,16:48:40,16.0,"lugones, leopoldo av. y puente distribuidor scalabrini ortiz",autopista,13,point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,peaton-auto,auto,peaton,1,peaton,masculino,,2017-07-25,martes,belgrano - colegiales - nuñez
2017-0096,2017-08-07,2017,8,7,19:50:00,19.0,cabildo av. y nuã‘ez,avenida,13,point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,87.0,2017-08-07,lunes,belgrano - colegiales - nuñez
2017-0101,2017-08-23,2017,8,23,10:00:00,10.0,"lacroze, federico av. y zapata",avenida,13,point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,multiple,multiple,peaton,1,peaton,femenino,61.0,2017-08-23,miércoles,belgrano - colegiales - nuñez
2017-0107,2017-09-01,2017,9,1,11:30:00,11.0,del libertador av. y jaramillo,avenida,13,point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,moto-cargas,cargas,conductor,1,moto,masculino,41.0,2017-09-01,viernes,belgrano - colegiales - nuñez
2018-0004,2018-01-09,2018,1,9,09:40:00,9.0,del libertador av. y manzanares,avenida,13,point (100183.96103971 109533.84269558),-58.46129513,-34.54332766,multiple,multiple,conductor,1,moto,masculino,39.0,2018-01-09,martes,belgrano - colegiales - nuñez
2018-0032,2018-04-02,2018,4,2,13:00:00,13.0,cabildo av. y aguilar,avenida,13,point (101491.71965442 106698.43843791),-58.44704343,-34.56888640,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,70.0,2018-04-02,lunes,belgrano - colegiales - nuñez
2018-0040,2018-04-27,2018,4,27,11:00:00,11.0,"freire, ramon, cap. gral. y olaguer y feliu, virrey",calle,13,point (100590.76036525 106235.55299971),-58.45686132,-34.57305993,peaton-cargas,cargas,peaton,1,peaton,femenino,,2018-04-27,viernes,belgrano - colegiales - nuñez
2018-0045,2018-04-30,2018,4,30,07:00:00,7.0,alvarez thomas av. 879,avenida,13,point (100808.33159423 105557.81994917),-58.45448963,-34.57916920,auto-cargas,cargas,conductor,1,auto,masculino,60.0,2018-04-30,lunes,belgrano - colegiales - nuñez
2018-0049,2018-05-11,2018,5,11,19:15:00,19.0,quesada 2300,calle,13,point (100107.11808300 108354.57023193),-58.46213220,-34.55395823,peaton-auto,auto,peaton,1,peaton,femenino,40.0,2018-05-13,viernes,belgrano - colegiales - nuñez
2018-0050,2018-05-14,2018,5,14,18:45:00,18.0,cabildo av. y juramento av.,avenida,13,point (100606.16651489 107458.45493347),-58.45669422,-34.56203610,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,47.0,2018-05-24,lunes,belgrano - colegiales - nuñez
2018-0106,2018-10-04,2018,10,4,22:02:00,22.0,"figueroa alcorta, pres. av. y echeverria",avenida,13,point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,moto-moto,moto,conductor,1,moto,masculino,27.0,2018-10-04,jueves,belgrano - colegiales - nuñez
2019-0018,2019-03-03,2019,3,3,23:30:00,23.0,"cantilo, int. y udaondo, guillermo av.",autopista,13,point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,peaton-auto,auto,peaton,1,peaton,femenino,29.0,2019-03-03,domingo,belgrano - colegiales - nuñez
2019-0019,2019-03-06,2019,3,6,12:00:00,12.0,del libertador av. 6326,avenida,13,point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,moto-auto,auto,conductor,1,moto,masculino,,2019-03-26,miércoles,belgrano - colegiales - nuñez
2019-0038,2019-05-04,2019,5,4,14:10:00,14.0,"udaondo, guillermo av. y figueroa alcorta, pres. av.",avenida,13,point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,peaton-moto,moto,peaton,1,peaton,femenino,42.0,2019-05-05,sábado,belgrano - colegiales - nuñez
2019-0046,2019-06-04,2019,6,4,09:00:00,9.0,"paz, gral. av. y cabildo av.",gral paz,13,point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,moto-auto,auto,pasajero_acompañante,1,moto,femenino,26.0,2019-06-04,martes,belgrano - colegiales - nuñez
2019-0049,2019-06-08,2019,6,8,09:20:00,9.0,ciudad de la paz y mendoza,calle,13,point (100441.31384072 107499.63270409),-58.45849057,-34.56166498,peaton-cargas,cargas,peaton,1,peaton,femenino,72.0,2019-06-09,sábado,belgrano - colegiales - nuñez
2019-0057,2019-07-05,2019,7,5,19:00:00,19.0,artilleros y la pampa,calle,13,point (101957.99726887 107949.81115534),-58.44196498,-34.55760517,peaton-auto,auto,peaton,1,peaton,femenino,63.0,2019-07-08,viernes,belgrano - colegiales - nuñez
2019-0061,2019-07-17,2019,7,17,18:40:00,18.0,11 de septiembre de 1888 y mendoza,calle,13,point (101036.85652575 107926.87651681),-58.45200171,-34.55781320,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,58.0,2019-07-17,miércoles,belgrano - colegiales - nuñez
2019-0062,2019-08-01,2019,8,1,23:00:00,23.0,"pino, virrey del y campos, luis m. av.",avenida,13,point (101714.11981913 107461.10208167),-58.44462132,-34.56201105,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,60.0,2019-08-02,jueves,belgrano - colegiales - nuñez
2019-0074,2019-08-29,2019,8,29,09:00:00,9.0,"lugones, leopoldo av. y paz, gral. av.",autopista,13,point (99830.29053639 110496.05308488),-58.46514781,-34.53465378,moto-cargas,cargas,conductor,1,moto,masculino,35.0,2019-08-29,jueves,belgrano - colegiales - nuñez
2019-0080,2019-09-17,2019,9,17,1900-01-04 18:40:00,18.0,"cabildo av. y paz, gral. av.",gral paz,13,point (98817.74986778 110096.31367495),-58.47617802,-34.53825652,peaton-moto,moto,peaton,1,peaton,masculino,76.0,2019-09-17,martes,belgrano - colegiales - nuñez
2020-0018,2020-03-09,2020,3,9,14:00:00,14.0,"udaondo, guillermo av. 901",avenida,13,point (101309.75947342 109680.73260642),-58.44903073,-34.54200276,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,31.0,2020-03-09,lunes,belgrano - colegiales - nuñez
2020-0033,2020-07-19,2020,7,19,06:25:00,6.0,"paz, gral. av. y del libertador av.",gral paz,13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,auto-objeto fijo,objeto fijo,conductor,1,auto,masculino,32.0,2020-07-19,domingo,belgrano - colegiales - nuñez
2020-0061,2020-12-03,2020,12,3,14:40:00,14.0,"cantilo, int. y udaondo, guillermo av.",autopista,13,point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,moto-cargas,cargas,conductor,1,moto,masculino,45.0,2020-12-04,jueves,belgrano - colegiales - nuñez
2021-0022,2021-02-28,2021,2,28,12:00:00,12.0,del libertador av. y roosevelt franklin d.,avenida,13,point (101075.92147827 108552.55000854),-58.45157681,-34.55217303,pasajeros-sd,,pasajero_acompañante,1,pasajeros,masculino,68.0,2021-03-06,domingo,belgrano - colegiales - nuñez
2021-0032,2021-04-10,2021,4,10,19:55:00,19.0,"cantilo, int. y guiraldes, int.",autopista,13,point (102035.21425502 109304.90133530),-58.44112678,-34.54538956,peaton-moto,moto,peaton,1,peaton,masculino,60.0,2021-04-29,sábado,belgrano - colegiales - nuñez
2021-0037,2021-05-11,2021,5,11,07:10:00,7.0,"monroe y balbin, ricardo, dr. av.",avenida,13,point (99707.12636872 107441.30935745),-58.46649069,-34.56219075,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,58.0,2021-05-11,martes,belgrano - colegiales - nuñez
2021-0040,2021-05-20,2021,5,20,05:50:00,5.0,"paz, gral. av. y del libertador av.",gral paz,13,point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,moto-auto,auto,conductor,1,moto,masculino,27.0,2021-05-20,jueves,belgrano - colegiales - nuñez
2021-0050,2021-06-10,2021,6,10,13:30:00,13.0,del libertador av. 5958,avenida,13,point (101448.53024105 107994.96785043),-58.44751621,-34.55719892,moto-pasajeros,pasajeros,conductor,1,moto,masculino,56.0,2021-06-10,jueves,belgrano - colegiales - nuñez
2021-0083,2021-11-09,2021,11,9,00:35:00,0.0,cabildo av. y olazabal,avenida,13,point (100459.06991201 107666.84775309),-58.45829717,-34.56015762,moto-auto,auto,conductor,1,moto,masculino,30.0,2021-11-09,martes,belgrano - colegiales - nuñez
2021-0088,2021-12-01,2021,12,1,15:40:00,15.0,monroe y 3 de febrero,calle,13,point (100732.60222975 108177.68150062),-58.45531707,-34.55555257,moto-auto,auto,conductor,1,moto,masculino,45.0,2021-12-07,miércoles,belgrano - colegiales - nuñez
2016-0055,2016-04-25,2016,4,25,20:30:00,20.0,"castilla, ramon, mariscal y figueroa alcorta, pres. av.",avenida,14,point (105787.74102401 105502.98340149),-58.40021959,-34.57964781,peaton-cargas,cargas,peaton,1,peaton,masculino,79.0,2016-04-28,lunes,palermo
2016-0056,2016-04-26,2016,4,26,04:45:00,4.0,"campos, luis m. av. 30",avenida,14,point (103094.06446966 105842.29634122),-58.42957885,-34.57660058,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,26.0,2016-04-26,martes,palermo
2016-0114,2016-08-31,2016,8,31,11:20:00,11.0,"salguero, jeronimo 1410",calle,14,point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,bicicleta-cargas,cargas,ciclista,1,bicicleta,femenino,55.0,2016-08-31,miércoles,palermo
2016-0117,2016-09-03,2016,9,3,15:30:00,15.0,del libertador av. y tagle,avenida,14,point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,auto-auto,auto,conductor,1,auto,masculino,43.0,,sábado,palermo
2016-0133,2016-10-14,2016,10,14,00:05:00,0.0,las heras general av. y sanchez de bustamante,avenida,14,point (105619.82089682 105083.85914124),-58.40204698,-34.58342690,moto-auto,auto,conductor,1,moto,masculino,41.0,2016-10-25,viernes,palermo
2016-0135,2016-10-24,2016,10,24,05:00:00,5.0,"figueroa alcorta, pres. av. y pinedo, int.",avenida,14,point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,peaton-sd,,peaton,1,peaton,masculino,29.0,2016-10-25,lunes,palermo
2016-0139,2016-10-28,2016,10,28,23:00:00,23.0,"figueroa alcorta, pres. av. y dorrego av.",avenida,14,point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,moto-moto,moto,pasajero_acompañante,1,moto,femenino,35.0,,viernes,palermo
2016-0161,2016-12-06,2016,12,6,07:22:00,7.0,santa fe av. y godoy cruz,avenida,14,point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,50.0,2016-12-06,martes,palermo
2016-0177,2016-12-29,2016,12,29,04:00:00,4.0,arenales 3319,calle,14,point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,peaton-auto,auto,peaton,1,peaton,femenino,27.0,,jueves,palermo
2017-0008,2017-01-16,2017,1,16,00:40:00,0.0,"cabrera, jose a. y bonpland",calle,14,point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,moto-pasajeros,pasajeros,conductor,1,moto,masculino,29.0,2017-01-16,lunes,palermo
2017-0017,2017-02-06,2017,2,6,08:00:00,8.0,"justo, juan b. av. y paraguay",avenida,14,point (103145.91571023 105359.30690018),-58.42901200,-34.58095431,moto-auto,auto,conductor,1,moto,masculino,32.0,2017-02-06,lunes,palermo
2017-0034,2017-03-13,2017,3,13,07:50:00,7.0,godoy cruz 2651,calle,14,point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,peaton-auto,auto,peaton,1,peaton,masculino,43.0,2017-03-13,lunes,palermo
2017-0042,2017-04-10,2017,4,10,09:00:00,9.0,"lugones, leopoldo av.",gral paz,14,point (. .),.,.,moto-cargas,cargas,conductor,1,moto,masculino,,2017-04-10,lunes,palermo
2017-0077,2017-06-17,2017,6,17,23:45:00,23.0,fray justo santamaria de oro 1930,calle,14,point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,moto-cargas,cargas,conductor,1,moto,femenino,60.0,2017-06-18,sábado,palermo
2017-0095,2017-08-06,2017,8,6,08:00:00,8.0,"cordoba av. y salguero, jeronimo",avenida,14,point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,moto-auto,auto,conductor,1,moto,masculino,36.0,2017-08-06,domingo,palermo
2017-0099,2017-08-17,2017,8,17,19:45:00,19.0,"figueroa alcorta, pres. av. 5400",avenida,14,point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,bicicleta-auto,auto,ciclista,1,bicicleta,masculino,28.0,2017-08-17,jueves,palermo
2017-0106,2017-08-31,2017,8,31,19:50:00,19.0,fray justo santamaria de oro y guemes,calle,14,point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,85.0,2017-08-31,jueves,palermo
2018-0039,2018-04-21,2018,4,21,22:15:00,22.0,,autopista,14,point (. .),.,.,peaton-auto,auto,peaton,1,peaton,masculino,37.0,2018-04-21,sábado,palermo
2018-0075,2018-07-15,2018,7,15,07:30:00,7.0,del libertador av. y ortiz de ocampo,avenida,14,point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,peaton-auto,auto,peaton,1,peaton,masculino,23.0,2018-07-15,domingo,palermo
2018-0092,2018-08-20,2018,8,20,08:20:00,8.0,cordoba av. y gascon,avenida,14,point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,moto-auto,auto,conductor,1,moto,masculino,23.0,2018-08-20,lunes,palermo
2018-0094,2018-08-23,2018,8,23,05:35:00,5.0,"salguero, jeronimo y beruti",calle,14,point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,moto-pasajeros,pasajeros,conductor,1,moto,masculino,32.0,2018-08-23,jueves,palermo
2019-0006,2019-01-23,2019,1,23,05:45:00,5.0,"obligado rafael, av.costanera 4650",avenida,14,point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,peaton-auto,auto,peaton,1,peaton,femenino,12.0,2019-01-23,miércoles,palermo
2019-0010,2019-02-02,2019,2,2,07:50:00,7.0,del libertador av. 4100,avenida,14,point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,peaton-auto,auto,peaton,2,peaton,masculino,,2019-02-02,sábado,palermo
2019-0010,2019-02-02,2019,2,2,07:50:00,7.0,del libertador av. 4100,avenida,14,point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,peaton-auto,auto,peaton,2,peaton,masculino,59.0,2019-02-02,sábado,palermo
2019-0045,2019-06-03,2019,6,3,07:27:00,7.0,del libertador av. y republica de la india,avenida,14,point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,moto-cargas,cargas,conductor,1,moto,masculino,33.0,2019-06-03,lunes,palermo
2019-0050,2019-06-08,2019,6,8,23:35:00,23.0,"salguero, jeronimo y honduras av.",avenida,14,point (104128.51577643 103898.77571857),-58.41829559,-34.59411677,moto-cargas,cargas,conductor,1,moto,masculino,21.0,2019-06-09,sábado,palermo
2019-0070,2019-08-22,2019,8,22,12:30:00,12.0,"scalabrini ortiz, raul av. y gorriti",avenida,14,point (103342.29763549 104114.07863350),-58.42686680,-34.59217875,moto-bicicleta,bicicleta,conductor,1,moto,masculino,25.0,2019-08-22,jueves,palermo
2019-0077,2019-09-08,2019,9,8,03:40:00,3.0,"figueroa alcorta, pres. av. y tagle",avenida,14,point (105980.99138544 105385.93253091),-58.39811256,-34.58070186,peaton-auto,auto,peaton,1,peaton,femenino,28.0,2019-09-08,domingo,palermo
2020-0026,2020-05-17,2020,5,17,06:40:00,6.0,,autopista,14,point (. .),.,.,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,28.0,2020-05-17,domingo,palermo
2020-0036,2020-08-07,2020,8,7,18:40:00,18.0,"scalabrini ortiz, raul av. y paraguay",avenida,14,point (103956.90165674 104600.93056775),-58.42016954,-34.58778790,peaton-moto,moto,peaton,1,peaton,masculino,72.0,2020-08-22,viernes,palermo
2020-0038,2020-08-30,2020,8,30,04:00:00,4.0,"las heras general av. y diaz, cnel. av.",avenida,14,point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,auto-auto,auto,conductor,2,auto,masculino,46.0,2020-08-30,domingo,palermo
2020-0038,2020-08-30,2020,8,30,04:00:00,4.0,"las heras general av. y diaz, cnel. av.",avenida,14,point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,auto-auto,auto,conductor,2,auto,masculino,64.0,2020-08-30,domingo,palermo
2020-0050,2020-11-01,2020,11,1,22:00:00,22.0,santa fe av. y godoy cruz,avenida,14,point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,peaton-moto,moto,peaton,1,peaton,femenino,28.0,2020-11-01,domingo,palermo
2021-0006,2021-01-12,2021,1,12,21:00:00,21.0,autopista arturo illia y sarmiento av.,autopista,14,point (105087.20771949 106876.69794004),-58.40786274,-34.56726817,moto-cargas,cargas,pasajero_acompañante,1,moto,femenino,23.0,2021-01-12,martes,palermo
2021-0038,2021-05-14,2021,5,14,11:40:00,11.0,"justo, juan b. av. y santa fe av.",avenida,14,point (103373.45116327 105668.33246254),-58.42653328,-34.57816791,moto-cargas,cargas,conductor,1,moto,femenino,44.0,2021-05-14,viernes,palermo
2021-0041,2021-05-20,2021,5,20,08:30:00,8.0,del libertador av. y casares av.,avenida,14,point (104902.75332390 105766.08933002),-58.40986646,-34.57728060,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,75.0,2021-05-20,jueves,palermo
2021-0069,2021-08-20,2021,8,20,17:15:00,17.0,santa fe av. 3428,avenida,14,point (104564.52859898 104690.63252497),-58.41354692,-34.58697680,peaton-auto,auto,peaton,1,peaton,masculino,17.0,2021-08-21,viernes,palermo
2016-0064,2016-05-14,2016,5,14,18:11:00,18.0,"justo, juan b. av. y carrasco av.",avenida,10,point (97106.70264812 99970.19547024),-58.49485242,-34.62953445,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,20.0,,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0073,2016-06-11,2016,6,11,15:00:00,15.0,"magariã‘os cervantes, a. 3900",calle,10,point (97531.24792840 101000.15957301),-58.49021952,-34.62025108,moto-cargas,cargas,conductor,1,moto,masculino,23.0,,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0086,2016-06-30,2016,6,30,16:10:00,16.0,"olivera av. y falcon, ramon l.,cnel.",avenida,10,point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,75.0,2016-07-01,jueves,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0125,2016-09-17,2016,9,17,12:14:00,12.0,"autopista perito moreno y alberdi, juan bautista av.",autopista,10,point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,moto-moto,moto,conductor,1,moto,masculino,30.0,,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0126,2016-09-18,2016,9,18,22:45:00,22.0,irigoyen y tinogasta,calle,10,point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,auto-cargas,cargas,conductor,2,auto,masculino,37.0,,domingo,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0126,2016-09-18,2016,9,18,22:45:00,22.0,irigoyen y tinogasta,calle,10,point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,auto-cargas,cargas,pasajero_acompañante,2,auto,masculino,60.0,,domingo,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2016-0155,2016-11-26,2016,11,26,16:50:00,16.0,madero 900,calle,10,point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,peaton-auto,auto,peaton,1,peaton,femenino,29.0,,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2017-0045,2017-04-14,2017,4,14,06:15:00,6.0,nogoya 5940,calle,10,point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,21.0,2017-04-14,viernes,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2017-0062,2017-05-15,2017,5,15,16:00:00,16.0,"justo, juan b. av. y san blas",avenida,10,point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,moto-cargas,cargas,conductor,1,moto,masculino,35.0,2017-05-15,lunes,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2017-0094,2017-07-27,2017,7,27,08:50:00,8.0,"hugo, victor 2639",calle,10,point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,bicicleta-cargas,cargas,ciclista,1,bicicleta,femenino,56.0,2017-07-27,jueves,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0010,2018-01-18,2018,1,18,05:10:00,5.0,"cervantes y belaustegui, luis, dr.",calle,10,point (96810.81688812 99875.56613013),-58.49807953,-34.63038658,moto-cargas,cargas,conductor,1,moto,masculino,40.0,2018-01-18,jueves,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0033,2018-04-07,2018,4,7,07:30:00,7.0,camarones y lope de vega av.,avenida,10,point (96143.57848535 100026.85558450),-58.50535541,-34.62902048,moto-cargas,cargas,conductor,1,moto,femenino,42.0,2018-04-10,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0121,2018-11-09,2018,11,9,16:32:00,16.0,rivadavia av. y manzoni,avenida,10,point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,72.0,2018-11-09,viernes,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0130,2018-12-03,2018,12,3,03:00:00,3.0,gaona av. y segurola av.,avenida,10,point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,moto-pasajeros,pasajeros,conductor,1,moto,masculino,,2018-12-03,lunes,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0138,2018-12-21,2018,12,21,09:30:00,9.0,bermudez 1893,calle,10,point (95944.83421152 100945.68379559),-58.50751833,-34.62073702,pasajeros-pasajeros,pasajeros,pasajero_acompañante,1,pasajeros,femenino,79.0,2018-12-21,viernes,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2018-0143,2018-12-29,2018,12,29,05:25:00,5.0,"olivera av. y alberdi, juan bautista av.",avenida,10,point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,moto-auto,auto,conductor,1,moto,masculino,22.0,2018-12-29,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2019-0005,2019-01-19,2019,1,19,12:00:00,12.0,"justo, juan b. av. y alvarez jonte av.",avenida,10,point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,moto-cargas,cargas,conductor,1,moto,masculino,43.0,2019-01-19,sábado,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2019-0058,2019-07-10,2019,7,10,09:20:00,9.0,autopista perito moreno e irigoyen,autopista,10,point (96064.06591151 99221.69236283),-58.50622631,-34.63627822,moto-pasajeros,pasajeros,conductor,1,moto,masculino,39.0,2019-07-10,miércoles,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2019-0060,2019-07-17,2019,7,17,11:20:00,11.0,"acosta, mariano av. y falcon, ramon l.,cnel.",avenida,10,point (98376.49615363 99359.41534876),-58.48100602,-34.63504312,peaton-auto,auto,peaton,1,peaton,femenino,78.0,2019-07-17,miércoles,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
2019-0067,2019-08-14,2019,8,14,15:00:00,15.0,"castro, emilio 4706",calle,10,point (97458.87181153 98502.45008355),-58.49101637,-34.64276621,moto-cargas,cargas,conductor,1,moto,masculino,35.0,2019-08-14,miércoles,floresta - monte castro - velez sarsfield - versalles - villa luro - villa real
